text	NOT	HOF
[USER] [USER] Everyone is battling except the Government. At present GOVERNMENT is like a king 🤴sleeping 😴 in the Palace under the protection of Army, without any care of its responsibility. ModiKaVaccineJumla [URL]	0.51901907	0.48098096
Me and my son just had to piece 3 hoes up for calling my shorty a bitch😩😩😩my wig off and every nail bloody but I bet she cant see out that👁	0.067146584	0.93285346
[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] INDEED!!! OMG!!! I find it beyond obtuse!! Humiliation bc as a white woman, sobbing, uncontrollably while watching [USER] report on IndiaCovidCrisis , how can a civilized human look away & not be brokenhearted?!? How is it some of us, in particular males, are unmoved?!? ➡	0.7345446	0.26545537
"[USER] [USER] Ah yes. ""Im not an asshole when im not being a shitbag!"""	0.014367911	0.98563206
cancel12thboardexams2021 Resign_PM_Modi [USER] Because of your overconfidence and ignorance hundreds of indian citizens are dying everyday and now you are ignoring lakhs of student's daily plea to cancel exam... [URL]	0.04855071	0.95144933
To pimp a buttterfly [URL]	0.19609445	0.80390555
The main thing I'm looking forward to post pandemic is taking huge shits at work again CovidVaccine	0.5083034	0.49169663
"[USER] [USER] wasn't there also the labour ""fine, if you're not gonna be as left as we want, fuck you, vote Tory, wait, you voted Tory, what?'"""	0.0130290175	0.986971
[USER] [USER] Damn this monster ChineseVirus 🦠	0.4111376	0.5888624
[USER] Yes absolutely correct btw that's the bloody hypocrisy 😡 ChineseVirus	0.20028748	0.79971254
[USER] We the responsible citizens of India are telling you straight on face that we don't need any CentralVistaProject. Please resign yourself and don't embarrass us anymore you never were and never will be VishwaGuru ResignModi ModiMadeDisaster ModiGovtSeNaHoPayega	0.1367572	0.86324286
WE GOT IT!! 😤👏 I almost fainted and threw up and I felt dizzy but I feel that way after every shot so it's not unusual 😫 CovidVaccine needlessuck imalive [URL]	0.98294246	0.017057488
Fuck you asshole!!! [URL]	0.015193772	0.98480624
[USER] [USER] [USER] In Bengaluru a physician's consultation will cost Min 200[CUR]. Can't we pay that for Vaccine!! Stop this politics over vaccine. whoisdemandingfreevaccine VaccineFor18Plus VaccineForAll IndiaCovidCrisis	0.92743564	0.07256441
Heartbreaking. 💔 IndiaCovidCrisis [URL]	0.98127145	0.018728554
[USER] This is a global pandemic and what's happening in India is devastating... Everyone should be helping each other to rid this outbreak... IndiaCovidCrisis	0.93857753	0.06142252
stop acting like a posh bitch and sing with you girl you stupid deityyyyyyyyyyy	0.03353574	0.9664642
[USER] The bjp gov have absolutely turned blind and is doing nothing for the common man. Would at least expect some sort of relief from your org in terms of a moratorium. Pls help the common man [USER] COVID19 ResignPMmodi	0.11444059	0.8855594
Sucked a dick so sloppy last night I had snot coming outta my nose and still didnt stop 😂 three cheers for super sloppy head	0.031426094	0.96857387
CruelMamata I am feeling ashamed on myself If Bjp can not protect their party workers after having more than 300 seats. What's the point of having more than 300 seats all the leaders of Bjp should remember that a party is run by it's worker BengalBurning TMCTerror	0.5316587	0.46834126
[USER] [USER] [USER] [USER] You guys are so pathetic.. 😂 Then tf NITI Ayog gives Kerala high ratings? Resign_PM_Modi [URL] [URL]	0.051409177	0.9485909
Who ever thinks that Covid is the thing killing people in India is not a logic person. I personally suspect that ITS NOT TRUE. Theres so much about these india 'covid' infections & deaths that we are not being told. The inside info on this is scary.. TheTruth IndiaCovidCrisis	0.8051053	0.19489472
cancel12thboardexams2021 Resign_PM_Modi [USER] Because of your overconfidence and ignorance hundreds of indian citizens are dying everyday and now you are ignoring lakhs of student's daily plea to cancel exam...cancel12thboardexams2021	0.046981063	0.95301896
[USER] [USER] Here's what I'll do, I'll trust the player who's telling the whole world that he's back meaning feeling good and healthy again. No player show boats like that unless they are 100% ready for the smoke. Quit the puss	0.19634119	0.8036588
sorry never mind fucking crying carlo can koff fuckin shitbag he committed to blues said he was gonna take us new stadium told a pack of lies fuckoff lad	0.016818842	0.9831812
ResignPMmodi Please do it ASAP, you are the most incompetent leader. Nobody trust you anymore, not even your andhbhakts. [URL]	0.04551262	0.9544874
hmmm how to piss off that person [URL]	0.03007752	0.9699224
Me graduated fucker [URL]	0.017369201	0.9826308
"So bitch [USER] did you send your 20 Pages with bloody tears on every sheet apology to YH after getting him and his gp dragged bc you cana[CUR]™t read or are u acting as if nothing happened?Y™"""	0.042126577	0.9578734
Of all options open to Government this is the worst. Auspol IndiaCovidCrisis	0.83629185	0.16370812
[USER] [USER] Oh haha made me look a right twat, my bad	0.03764939	0.9623506
[USER] [USER] [USER] [USER] How many more do we need? I'd have thought hooker would have been more of a priority.	0.85144377	0.14855628
bouta say bloody Mary 3 times in the mirror just so i got a bitch to talk to	0.08344981	0.91655016
[USER] in center and [USER] in state seem to only care about their elections and their power. So called pandemic and people are not priority. We elected them, how terrible are we? Complete breakdown. IndiaCovidCrisis IndiaChoked Telangana KCR	0.4905411	0.50945884
[USER] [USER] That's an interesting article! However it still could be a USO like the one they found (?) at Shag Harbor. There are lots of stories of unexplained lights under the sea that are very intriguing! (Can you tell I'm rooting for USO's??)😏	0.7201377	0.2798623
When authorities do not give a shit about the suffering... I am outraged... IndianLivesMatter IndiaCovidCrisis [URL]	0.6470842	0.35291585
[USER] [USER] [USER] [USER] [USER] with these speed in no time indians will be reduced to 50% strength of population and its a shame for us indians bcoz govt.doesnt have any 😷🙏ResignModi	0.06814917	0.93185085
What the hell,,,,,, COVID19 CovidVaccine COVIDEmergency2021 Corona Corona2ndWave [URL]	0.64483804	0.35516194
Need an air con in this fucking house peeling my bollocks off my leg every 5 mins	0.017140554	0.98285943
[USER] [USER] [USER] [USER] [USER] Shame on you! Don't you know [USER] 's father ran away when he was born because he couldn't bear the sight of his son's donkey face? How dare you mock him!	0.08362021	0.91637975
Cuz I know that kind of person,. .🤮.. (if we should talk of him in these terms) Doesn't have what a man has to have between his legs I know for sure that he won't do nothing..... Because if I want to confront me, I live at San Pascual 206 Did you hear me motherfucker???🤬🤬🤬🤬 [URL]	0.035833895	0.96416616
[USER] Shame on people who are still supporting her... including Manorama. keeping MUM ArrestMamata BengalBurning BengalViolence [URL]	0.031576976	0.968423
Get the damn shot CovidVaccine [URL]	0.7604561	0.23954387
Had my 2nd CovidVaccine yesterday whilst on dialysis on my Birthday. Today I feel awful, my limbs ache like when you have flu, have really bad nausea & my normally low BloodPressure is at rock bottom. I have to go to dialysis again today & I feel like death warmed up. [URL]	0.9683391	0.03166096
A major battle over free speech on social media is playing out in India during the pandemic- The Indian government is silencing its critics on Twitter and Facebook. COVID19India IndiaCovidCrisis CoronaPandemic [URL]	0.8856558	0.11434413
[USER] You bastard Fucking chinese chinki. Shame on you. You are responsible for this chinese virus from Wuhan [USER] [USER] China chineseVirus [USER] [USER] [USER] [URL]	0.014521542	0.9854784
I m a student but I really am desperate to help & contribute ma bit in IndiaCovidCrisis Someone tell me what can I do ..I can't see ppl in such agony	0.97862417	0.021375798
Once a wise man had said..I didnt agree with him back then but........ result is before us ResignModi Resign_PM_Modi [URL]	0.62161976	0.3783803
This is nothing.... but the pathetic situation of India. This shows the failure of govt. Just imagine the situation of doctors... day by day thousands of deadbodies passing infront of them... can't do anything.. IndiaCovidCrisis failuremodigovt [URL]	0.21458295	0.7854171
[USER] Make me wanker.	0.019326327	0.9806737
Just had second CovidVaccine. Only side effect I'm worried about is the expectation that I may want to go back outside again 😬	0.98046046	0.019539569
We will never forget you Dr_ShahabuddinShahab, we will also not forget you destroy your life for [USER] and his party [USER]! But [USER] failed to help your son, while he was busy to Congrats Mamta! JusticeForShahabuddin BoycottRJD [URL]	0.57114255	0.42885748
[USER] Elections are not important. Only the ChineseVirus is And news channels now announcement will not do counting shows tomorrow. How stupid can people get	0.2422823	0.7577177
Sorry to say those who trending ModiKaVaccineJumla apni shakal mat dikhana vaccine lete huye - live and die with your ideologies let common people like live our life well	0.6665596	0.3334404
"GCN Magazine (2013): ""Danielle is quiet at the best of times, but is first off the mark when I ask them about girl-crushes. 'Penelope Cruz', she blurts, 'She's so fucking hot. When I saw her in Vicky Cristina Barcelona damn!'"""	0.07549811	0.92450184
People are dying in india and central government is planning for central vista ?? Really do not know how human can think about it ? Shame !! ResignModi Resign_PM_Modi ModiResign ModiResignOrRepeal ModiMadeDisaster	0.05830611	0.94169384
[USER] ooo I want to be fuck you	0.015620601	0.9843795
[USER] Media whore at it again	0.024393352	0.9756066
[USER] i think he blocked me but yes it is mikemop fuck you mike	0.015325959	0.9846741
The worst politician ever seen in my life.ModiHataoDeshBachao ResignModi [URL]	0.07621829	0.92378175
[USER] some dick	0.018525897	0.9814741
[USER] Human Being harshly criticized USA as the most selfish country , has no respect to human right... hoarding vaccines. Disregard SERUM CEO appeal refused to lift vaccine raw material export to India for weeks IndiaCovidCrisis	0.09890053	0.90109944
PM Modi is a liability for India and the World. Modi shames India. ModiMadeDisaster ModiGovtSeNaHoPayega ResignModi The world came forward to help India and they want to know what Modi did with the aid. [URL]	0.041919507	0.95808053
[USER] Indian voters : Just shut the mouth seeing climax of modi ji movie. ResignModi	0.044518083	0.95548195
[USER] Cor wherea[CUR]™s all this coming from? I thought we were pals, you enable my bollocks, I talk bollocks, ita[CUR]™s a good system. Now Ia[CUR]™m being victimised for my chippy choices like a leper whoa[CUR]™s nose is gonna drop into the gravy on the pier.	0.021999372	0.97800064
The way I see it is if youa[CUR]™re being a dick then yeah apologize. Other then that, yeah they can go fuck themselves lol.	0.015441963	0.98455805
hit like shit this weekend😒😂 [URL]	0.028419886	0.9715801
[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Nothing cums to mind. All the blood from brain rushed towards my dick after seeing this	0.028357478	0.97164255
[USER] [USER] Hate this snarky fuck so much	0.014484862	0.9855151
[USER] [USER] [USER] It's heartbreaking to see Osama struggling alone for the judicial killing of his father. A boy whose father sacrificed everything for strongest political party of Bihar yet no one standing beside him. Shahabuddin	0.7824118	0.21758823
ResignPMmodi ResignBSY ResignSudhakar The worst government in which we people of Karnataka are suffering	0.054331034	0.945669
Gah damn bills due again 😭. Ia[CUR]™m sick of this shit.	0.021630818	0.9783692
[USER] Hea[CUR]™s the personification of Twat. Thata[CUR]™s not erudite but then again, neither is he	0.029455204	0.9705448
[USER] [USER] [USER] [USER] [USER] [USER] [USER] is just doing a drama over the death and failure of GOI and GOK when congress started job that's when [USER] woke up shame on unfit MP ResignModi Resign	0.037910964	0.962089
Samsung what the fuck have you created [URL]	0.016841494	0.98315847
im a whore creo	0.046654057	0.9533459
Feeling so helpless and frustrated today. Tried calling numerous phone numbers in Bangalore for a VentilatorBed but I failed. Stay strong Bangalore IndiaCovidCrisis	0.96408945	0.035910532
It's a shame that the SupremeCourt has to tell what is sensible in this country. CentralVista ResignModi [URL]	0.22563548	0.77436453
The vaccination drive by Modi govt. is a massive failure!!! Modi failed the country!!! ModiKaVaccineJumla Resign_PM_Modi	0.047060683	0.9529394
IPL and ExitPolls are just to divert the failures of BJP government . And the carelessness and uselessness of India's shameless PM Modi . ModiMustResign ModiKaVaccineJumla	0.052041374	0.9479586
Failed Prime Minister india ever seen 👀 ExitModi ResignModi Resign_PM_Modi	0.04840373	0.9515963
[USER] 8: ita[CUR]™s like that 14: Venice bitch 21: ribs 4: Damn..... Bloody Mary??	0.033034854	0.96696514
CruelMamata Off course mamata's police will take action against victims only..... because goons belong to her own party .... media should be ashamed for hiding the genocide of people in Bengal by TMC goons BengalBurning PresidentsRuleinBengal	0.10131562	0.89868444
"Give him a fucking vaccine and send his ass the fuck back to jail! No more ""get out of jail because of Covid cards"" And you can put that fucking [USER] back in jail too CovidVaccine [URL]"	0.015967714	0.98403233
Go take a shower you smelly fuck [URL] [URL]	0.01531511	0.9846848
[USER] [USER] [USER] Lmfaooo how you let somebody drag you and punch you in the head then let them fuck you in the ass 😭😭Y© at least be the one giving dick omg	0.014313438	0.9856866
[USER] Would shag you tbh	0.040752172	0.9592478
No hindu is perfect, no muslim is perfect nor anybody else is perfect. But .. the worst are those who're finding imperfections in each others. Protect your peace, people . MentalHealthMatters Islamophobia Hinduism	0.6120811	0.3879189
What the heck the bjp is doing... destroying people life? ResignPMmodi BjpDestroyedIndia BJP prayaraj	0.054903936	0.945096
So Indian PM Modi's press secretary blames Fake News for the catastrophe....I have always compared Modi to Trump,as have many others. IndiaCovidCrisis	0.40228525	0.5977148
Ah yes, Young people! I knew it was the young people who were to blame. Damn young people and their youth!!!!! [URL]	0.19071905	0.80928093
[USER] So sad & Dhadhaji, Thousands are suffering from COVIDSecondWave COVID19 because of you and our Govt mismannagement Resign_PM_Modi ResignModi ModiHataoDeshBachao ModiResign ModiMustResign ModiMadeDisaster	0.11439642	0.88560355
BengalBurning BengalViolence TMC & state police will say these are fake...... 😕😕😕 [URL]	0.80859846	0.19140157
/ techno neg how about instead of donating to an asshole who is brushing off hurt miniorities you donate to the Trevor Project or an LGBTQIA+ streamer 👍	0.029638773	0.97036123
[USER] [USER] Now your head is full of twat jokes and bass licks. [URL]	0.036247164	0.96375287
What the hell is happening in the country? Where's the PM and why is the CM for Delhi? It's better that PM should immediately resign. ResignPMmodi [URL]	0.04563146	0.9543685
Delhi HC Asks Centre Why it Should Not Face Contempt for Failing to Supply Oxygen to Delhi as Ordered. Judiciary warning. People suffering. Electrol defeat. Miss handling of pandemic. Economy slow down. 20M corona caees. Resign_PM_Modi [URL] via [USER]	0.15561026	0.8443897
Umfolksbeing allergic to penicillin is *NOT* a reason to not get vaccinated. 🤦🏻‍♂️ yesreally I'm deathly, anaphylactically allergic to PCN, and was fine after my vaccine shots. CovidVaccine GetVaccinated	0.9332281	0.06677194
[USER] Facts ?? What is the source of these so called facts? MODIJI ? I can edit and make new facts like that. Have some shame, spreading lies amongst Indians. ResignModi	0.11084472	0.8891553
[USER] Go a® go. We as a nation can't expect to hv an irresponsible leadership. Ur a complete lie & nation can't prosper under u. Ur Thorne sits on pile of bodies of those who trusted u. Shameless [USER] ResignPMmodi AmitShah R	0.087146655	0.9128533
bitch i'm worth more	0.022250097	0.9777499
BJP is biggest disaster for India bt since it hs Majority Nitin Gadkari is d right option for PM nw Modi hs been inefficient. SpinelessModi ResignModi Resign_PM_Modi	0.056989864	0.94301015
ia[CUR]™m abt to start my period thats why ia[CUR]™ve been so horny smh Y© i need some dick b4 i start ngl 🥴😂	0.029837124	0.9701628
Make Sonu Sood Sir education minister . Ramesh Pokhriyal is always against the youth and doesn't care about the lives of studnets cancel12thboardexams2021 SonuSoodRealHero Resign_PM_Modi Dontignore12students DONOTIGNORE12THSTUDENTS	0.15652983	0.8434702
[USER] [USER] [USER] [USER] [USER] where are you all. When Bengal is burning you all are quiet. Shame on you all. BengalBurning BengalViolance	0.06101022	0.93898976
[USER] Wanker [URL]	0.02838009	0.97161996
[USER] I would luv to lick & suck u from head to toe & put this dick on u & in u	0.016864637	0.98313534
Got my second dose today. Pretty slow and long process took 3 hours. Could be more efficient. Was able to download the certificate as well. But disappointed to see one man's face even on that vaccinated Chennai CovidVaccine	0.95653206	0.04346797
Upto 2023 there have two more waves come affected by whole country 🙄😒🥺😢💔 No way we have to struggle and survive to live in these waves of Covid 👍 COVID19India COVIDSecondWaveInIndia IndiaCovidCrisis CoronaPandemic [URL]	0.95934737	0.04065269
Pussy grows on trees .	0.02257033	0.9774296
[USER] [USER] [USER] It's your party .. why you tweeting. Ask your leaders why they're letting innocent people for dying.. didn't you guys learn a single thing from Delhi riots.. Shameful BJP can't save their voters then they should quit politics ResignModi	0.0634468	0.93655324
She Challenged me I Can't get 500 Followers tonight on Twitter, if i got she'll commit Breakup 💔 Come on guys Help me to Complete her Wish 🙏🏼 IndiaCovidCrisis KanganaRanaut	0.91124463	0.08875534
My heart breaks for India ...Just unbelievable IndiaCovidCrisis	0.9704874	0.029512592
[USER] [USER] I'm just fed up with your willingness to became a new Gandhi ...sir sorry to say that you disappointed us...Not a single tweet to condemned BengalViolence and in solidarity of our BJPKaryakartas ...wake up .. BengalBurning	0.6786634	0.32133663
Some guy has just walked over to my car while I'm sat at traffic lights asked me to suck his dick, called me a slag then spat on my windscreen as I rolled my window up lmfao what in the crack head	0.017374035	0.98262596
"Now, the ""poorly paid, but professional, criminals"" i.e. ""gutter worms"" from BJP IT Cell - which is India's No. 1 FakeNews factory - have got another picture to trend by using these following hashtags: BengalBurning BengalViolence ShameOnMamata ArrestMamata [URL]"	0.08858645	0.9114135
"""don't wear makeup"" bitch i will peg u"	0.03483592	0.9651641
you should send a stranger some cash for no reason other that what they look like and who they fuck	0.015631538	0.9843685
DeleteFacebook is trending in times of Chinesevirus. How cruel is that.	0.8923568	0.10764319
[USER] [USER] [USER] [USER] [USER] [USER] Eh😂 fuck you talking about lmao only replying as I find it hilarious you can talk about how I look but have Trent as your dp😭 must be some fuck ugly cunt you	0.014735881	0.9852642
Whoever was the first person to design a bathroom with the light switch on the other side of the door was a real asshole.	0.023322765	0.9766772
People from the place where ChineseVirus originated are celebrating w/o masks(seems like nothing happened there ever) and here in India people are running from pillar to post for ICU beds, oxygen etc.They have forgotten tht KARMA ia bitch. They will hv to pay heavily for this.😑 [URL]	0.06753477	0.9324652
[USER] [USER] People are crying because of Mr Modi , it's because of Modi that people are loosing their loved ones , international media and international experts believe he is responsible for all this , Shame on people who support such petty p	0.032036882	0.96796304
No, you're not. Revoke pharma's CovidVaccine copyrights. IndiaCovidCrisis [URL]	0.9212251	0.07877497
"""We need a govt. Desperately. And we don't have one. We are running out of air.We are dying. We don't have systems in place to know what to do. So please go. It is the most responsible thing for you to do. You have forfeited the moral right to be our PM""-Arundhati Roy ResignModi"	0.5745787	0.42542133
[USER] Again cheap game by BJP it cell, sharing old unrelated videos and Hindu Muslim game. Shame on you. ResignModi I have reported this tweet, everyone do yours.	0.03211412	0.9678859
On the day when Indians and many others realise that [USER] is no philanthropist as he denies India access to CovidVaccine tech, I am sharing a piece I wrote a decade ago, against bestowing greatness on another idol of Western Capitalism - SteveJobs [URL]	0.6971342	0.3028658
Every day brings a doom. Why the hell do we have such incompetent morons at the helm? ResignModi VoteThemOut2022 VoteThemOut2024 IndianLivesMatter indianeedoxygen VaccineForAll [URL]	0.03144525	0.96855474
[USER] i like the way he's drawn in the manga much better i'm aware they needed to do some cleaning but they didn't have to chop off his legs ykno... this is just me being a whore tho [URL]	0.116697714	0.8833023
im such an impatient bitch when im hungry, i rly do feel bad for those subjected to me in this state like i can really hurt some feelings without even meaning to	0.64636314	0.35363683
Why WHO is not taking action against China. China desperately spread the virus. No second wave and death toll in China. Everyone gets proper treatment, they are no disclosing the treatment. chinesevirus ChinaLiedPeopleDied China_is_terrorist WorldChineseOrganisation	0.17720622	0.8227938
Just letting him rest there for a moment while splaying his hands on ZZSs hips to feel every minute twitch. Then he starts to move his head, up and down, slowly and teasingly. He circles his tongue around the soft head of ZZSs dick and the other moans above him.	0.057645995	0.94235396
[USER] Even in pandemics, shameless vultures..... nothing except Islamophobia	0.06773216	0.9322678
[USER] waiting for a motherfucker to swipe that shit right off his head 😭😭	0.014996225	0.9850037
Shame on you [USER] and on ur governence. You and [USER] let India down infront of a small nation New Zealand. [USER] seeked help from a silly opposition [USER] which is wing of [USER] . NewZealand ResignPMmodi [URL]	0.032934316	0.96706563
[USER] If u are concerned about the rising WuhanVirus related cases and deaths, I understand your concern. But the things is, the virus is an invisible enemy and no amount of preparation would be enough to tackle this unknown enemy which mutates into more dangerous forms as days pass	0.8555541	0.1444459
[USER] [USER] [USER] Those who invented the WuhanVirus ,helped it to spread across the world and killed millions of people shouldn't talk about it.We know your country also suffered a lot.The difference is Your country is a autocracy where every data is hidden and ours is a democracy...	0.6791029	0.3208971
[USER] [USER] [USER] Yes please don't call ChineseVirus. India strain is OK, England strain is OK, but not ChineseVirus. Stop calling it ChineseVirus. And don't trend ChineseVirus. It's racial to call it ChineseVirus.	0.7757436	0.22425641
[USER] I had one the other day, thought I was in Jurassic Park. Emptied a full can of wasp spray on it, fucker still fought for 5 mins.	0.033154566	0.9668454
[USER] Neither can you be allowed to do vulture journalism. So insensitive, feeding over someone's grief. Please do constructive criticism and reporting. Please don't run a pre-conceived narrative. IndiaCovidCrisis VultureJournalism Indiawillovercome	0.49190095	0.508099
Ooooo this bitch got 4 kids at 24	0.042650275	0.95734966
[USER] [USER] [USER] [USER] U see ur level of understanding? Smh.Come to think of it,,I even DOWNGRADED myself to engage with a sanitary pad as you, pussy-licking a public toilet and defending her for 1STLY lettin her brothe	0.038977403	0.9610226
[USER] [USER] Don't ask why I said that just came on my head Adam=rides vivder dick my dad=me made that	0.022693517	0.97730654
"Y'all testing my patience eh? I'm damn shut up now. Don't dare me to say such things then after that you'll call me ""bastos""? Wtf was that eh? HAHAHAHAHA fuck that mindset. Let me do the things I want 'cause those are my fucking peace of mind. That's my rest."	0.017786505	0.9822135
"inb4 you snap back at me for ""bootlicking jacob"" or something similar. i'm not coming at you because you shat on jacob. i'm coming at you because you're being a cunt. there are better ways to vent your anger and frustration."	0.056179594	0.9438204
Govt should relook and cutoff it's unnecessary expenses. For instance, new parliament building and any religious structures! Get it all for basic needs of people, we need nothing other than that. toughtimes COVIDEmergency IndiaCovidCrisis StayHomeStaySafe	0.8093116	0.19068842
Resign_PM_Modi ResignModi resign u shameless men..and only shameless PM in this world	0.024779566	0.9752204
Shame on you Modi. Our CovidWarriors are giving up. IndiaCovidCrisis Resign_PM_Modi ResignModi [URL]	0.022878867	0.9771211
[USER] get the fuck down from your post. ModiResign ModiKaVaccineJumla ModiHataoDeshBachao Modiwave ModiGovtSeNaHoPayega [URL]	0.021614797	0.97838515
I saw this sign in IKEA today. Any person like me, who suffers from Fibromyalgia will tell you that this is utter bollocks 🤣 [URL]	0.051462088	0.9485379
Modiji is so tired.. Needs permanent rest? ModiKaVaccineJumla	0.8869242	0.113075815
India is in crisis. We have to help any way possible. IndiaCovidCrisis Covid [URL]	0.9772076	0.022792418
"I don't agree with ""If not Modi then who? 'Rahul Gandhi' "" trending because... RG is 1000 times better than Modi and RG is Not alternative but one and only option we have... Resign_PM_Modi"	0.21704169	0.7829583
Every little thing is pissing me off today >:( Whadda heck goin the fuck on?	0.016446462	0.9835535
'We are witnessing a crime against humanity': Arundhati Roy on India's Covid catastrophe IndiaCovidCrisis It's hard to convey the full depth and range of the trauma, the chaos and the indignity. Meanwhile, Modi is telling us not to complain [URL]	0.70813113	0.2918688
[USER] I fail to see why this is bothering you personally enough to the point that you have to make a post about it. Who gives a fuck what everyone else does? Let people celebrate someonea[CUR]™s birthday instead of being a stuck up douchebag	0.028316028	0.971684
Son of a bitch [URL]	0.022195298	0.9778047
These bloody half baked Chinese messing up everything... After wuhanvirus from Wuhan Virus lab, now space debris !! [URL]	0.04629651	0.95370346
This is horrible!!!! India today has crossed the dreaded 4,000 deaths per day and 400,000+ cases per day threshold! Just a couple of days back I was saying that it's likely this grim milestone would be reached soon and today it happened! So sad!...IndiaCovidCrisis [URL] [URL]	0.96833694	0.03166308
[USER] India needs a Neta not a fuckin Abhineta.ResignModi resign_PM_Modi	0.017601768	0.9823982
am i an asshole for getting annoyed at people that bother me when i walk my dog LOL. like ok, he is cute, but fuckin a i wanna have a nice walk, not stand there and let you pet him for 5 minutes. leave me alone pls	0.017287876	0.98271215
"Dr Dre voice: ""Motherfucker I'm gay!"" Pride2021"	0.015930608	0.9840694
[USER] [USER] Get a hooker	0.04366885	0.9563312
Locky you so wrapped up in wanna shag Dr HOTNESS you forgot your Job Title and Role? llol HolbyCity	0.07465084	0.9253491
Modi is unable to handle covid situation, oxygen shortage, remdisiver shortage, vaccine shortage, increasing cases, increasing no. of deaths he shud b ashamed he shud apologize to nation and resign spinelessmodi ResignModi Resign_PM_Modi Shameless	0.036455035	0.96354496
I got the first dose of my moderna CovidVaccine today and [USER] hasn't whispered a single thing into my ear. So disappointed. Should have got pfizer.	0.9648058	0.03519423
[USER] [USER] IndiaCovidCrisis India Y® Spent [CUR]Billions on Nuclear ☢ Weapons. But cana[CUR]™t build a 1800a[CUR]™s Oxygen Electrolysis plant. Karma	0.86866003	0.13133998
Not this teacher again slimy bitch	0.023716776	0.9762832
It is quite unfortunate to learn from one in every other family getting affected and loosing their dear ones to covid. COVID19India IndiaCovidCrisis Let's help each other as much as we can and FightAgainstCOVID19 collectively towards normalcy. StaySafe	0.97891724	0.021082755
[USER] [USER] that doesnt even make sense how about [URL]	0.9488458	0.05115419
im online for some naughty fun - sexy slut whiteGirl pussy anal [URL]	0.024944369	0.9750556
[USER] [USER] Oho.. Double engine. Why central govt is coming in middle of the state's O2 usage. Yesterday's incident, is due to irresponsibility of modi. He is the murderer. sackhim ResignPMmodi	0.051299177	0.9487008
"Oh dear FEKU [USER] [USER], NOT even the PM of New Zealand and Canada trusts your ""FAKE PM CARES FUND"". You are a disgrace. The pattern in Delhi riots is same as in West Bengal. You cana[CUR]™t accept defeat. ResignModi"	0.041870788	0.9581292
[USER] whole world is suffering from bloody ChineseVirus	0.0528633	0.9471367
[URL] India is struggling with COVID. Not sure if we can get over this. The videos from hospitals are horrifying. Please help in any way you can. IndiaCovidCrisis IndiaNeedsOxygen CovidSOS Unite2FightCorona	0.98047125	0.019528782
The situation in West Bengal is frightening. All these barbaric acts being ignored just because they belong to a certain political party, is even more horrifying.Hope we restore humanity at the earliest instead of all the fake propoganda. [USER] BengalBurning ShameOnMamata	0.55829704	0.441703
[USER] Set up proper quarantine facilities far from the city and bring all Australians home to isolate for 21 days to be safe. Staff need to isolate on return from shifts. We can't keep using inadequate facilities in high density areas, it's pure madness IndiaCovidCrisis	0.90713453	0.09286548
[USER] Son of a bitch	0.02331889	0.9766812
[USER] PM [USER] has Failed in COVID Battle and he should Resign. ResignPMmodi Disclaimer : I don't Support Congress	0.11779354	0.88220644
You know that shitbag who's been pissing you off? Fuck 'em [URL]	0.013342814	0.9866572
Disgusting behaviour by Chinese authorities. Thousands are dying in India This is not a propaganda opportunity. boycottchina IndiaCovidCrisis boycotthuawei boycottlenovo [URL]	0.2844862	0.7155138
Banal bear bug INCOMING! How hard is it for posters to add the name of their CovidVaccine whenever they're describing their awful side effects.	0.9467469	0.053253114
Bloody Chinese are making in India! ChineseVirus [URL]	0.04093988	0.9590601
[USER] Whore.	0.020992534	0.9790075
cishets in my country are such low-lifes, they bash the community for liking the same gender but look at what they do. premarital sex, watch and masturbate to porn everyday.. so who's the sinner now, fucker	0.03074724	0.9692527
JEALOUSY A BITCH IT LOOK LIKE.	0.21540909	0.78459096
[USER] [USER] Piss off I hope you stub your toe 👍🏼	0.022577269	0.97742265
I want my father to get vaccinated because I want him to be safe but I am scared of him going to a vaccination centre because I want him to be safe. COVID19Vaccine Cowin CovidVaccine vaccination [URL]	0.976841	0.023159057
Muslim jehadies under Mamata brutally killing and raping Hindu women in Bengal... Bastard mallu media and cultural dogs are damn silent on this inhuman act. JungleRajinBengal MamataTerroirm JihadiTerrorism MurderPolitics MassExodusOfHindus BengalBurning Deploy Army [URL]	0.049573734	0.9504263
[USER] do you have any idea how it feels when rape is made political? Stop your IT cell as____le! ResignModi let educated save lives of CovidIndia [URL]	0.17926739	0.8207326
.[USER] [USER]: very clearly it worries me, and very clearly the second doses will not come in time. CovidVaccine COVAX Kenya Uganda?	0.9769776	0.023022465
Morrison's touting VaccinePassports as the next step for Australia. No. Absolutely not. [USER], I cannot stress enough just how terrible an idea this is. Do not take this dangerous road. The people are not going to be receptive. auspol COVID19 CovidVaccine [URL]	0.81672716	0.18327287
Watching Sanju Verma on [USER] is a harsh reminder of the uncouth noise and nonsense that [USER]'s ruling model is. This throwing dust and blame after killing millions is not going to exonerate you. ResignPMmodi ResignShah	0.09590256	0.9040974
