text_id	text	task_1	task_2	task_3
hasoc_en_258	[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] The fact that you don't know who they are speaks volumes about you. Douchebag	NOT	NONE	NONE
hasoc_en_259	fire meth barbie TrumpsWorseThanNixon ResignOrBeImpeached [USER] BillionDollarLoser FakePresident TrumpCrimeFamily ImpeachTrump TrumpMustResign [USER] [USER] StableGenius BeBest PutinsGOP CadetBoneSpurs TrumpsAnInternationalDisgrace TrumpIsATraitor [URL]	NOT	NONE	NONE
hasoc_en_260	'''Those who protect you should save themselves'' .............Thats our duty.... 👍👍👍🙏🙏🙏🙏🙏 SaveTheDoctors DoctorsFightBack DoctorsProtest DoctorsStrike	NOT	NONE	NONE
hasoc_en_261	The silence at the abuse our female colleagues face on a daily basis is deafening. DoctorsFightBack doctors_against_assualt DoctorStrike DoctorsProtest HEALTH India WomenInMedicine women WomenRights HEALTH [URL]	NOT	NONE	NONE
hasoc_en_262	This is a rapist [URL]	NOT	NONE	NONE
hasoc_en_263	I. can. not. wait fucktrump it's JohnMcCainDayJune14th [URL]	NOT	NONE	NONE
hasoc_en_264	I am not satisfy this verdict. We want more than this... Rapist [URL]	NOT	NONE	NONE
hasoc_en_265	India should withdraw from CWC19 in protest. BalidanBadge has more honour than playing a World Cup. DhoniKeepTheGlove DhoniKeSaathDesh DhoniKeepsTheGlove DhoniVsICC Dhoni [URL]	NOT	NONE	NONE
hasoc_en_266	"Just in case you are wondering why the GOPTreason is in a stronghold. These people are afraid of TrumpIsATraitor and his sociopath behavior. But they are MORE afraid of a the data harvested by Russia ""on some Republican-affiliated targets,"" while digging on Hillary. Reading 👇🏾"	NOT	NONE	NONE
hasoc_en_267	Better Focus on Improving Umpiring Standards than Dhoni Gloves DhoniKeepsTheGlove [USER] [USER] [USER]	NOT	NONE	NONE
hasoc_en_268	Now we can add FlagRapist to the resume of Traitor, Pedophile, Racist, Rapist and serial sexual predator of women [USER]! [URL] via [USER] MeToo	HOF	OFFN	TIN
hasoc_en_269	"BBC news ask ""Where's Boris"" - Cleverly ""he's been busy gaining the support of members of parliament, the people that have a vote"" i.e Public opinion is irrelevant. Why would he bother trying to convince us he's right for leadership? C4debates BorisJohnsonShouldNotBePM"	NOT	NONE	NONE
hasoc_en_270	He's a LIAR 🤥 McGahn needs to testify before he's destroyed and goes to prison. Just saying. TrumpIsATraitor TraitorTrump [URL]	NOT	NONE	NONE
hasoc_en_271	Today is a contest between SuperArmy vs terroristNationPakistan It's a war between 125Billionprayer vs RainGod It will be Walkover or Washout India-6 vs Terroristan-0 [URL]	NOT	NONE	NONE
hasoc_en_272	Dear [USER] [URL] Bengal NRSMedicalCollege SaveTheDoctors DoctorsProtest DoctorsFightBack DoctorStrike [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER]	NOT	NONE	NONE
hasoc_en_273	Candle march by doctors of BHU to support the cause of NRSMC.Sir subderlal opd and elective ot also obesreved strike today on national protest day.DoctorsFightBack savethedoctors [URL]	NOT	NONE	NONE
hasoc_en_274	I just want to wish a great man a very wonderful day...HappyJohnMcCainDay. Also, HappyFlagDay! I'd like to take this time to also say FuckTrump.	NOT	NONE	NONE
hasoc_en_275	Is the PrinceOfWhales Moby Dick wearing a crown? [USER] [USER] DonTheCon Dickhead	NOT	NONE	NONE
hasoc_en_276	[USER] [USER] Wrong! Try again... FEC FBI MuellerReport TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_277	[USER] Uh huh Could you possibly be speaking of Lockheed? It was evident prior to your ' Prince of Whales' gaffe you are the epitome of spelling challenged.Of course will not believe this till it materializes LiarInChief TrumpIsATraitor TrumpsAnInternationalDisgrace	NOT	NONE	NONE
hasoc_en_278	[USER] [USER] I despise TessTalley murderer 😡	NOT	NONE	NONE
hasoc_en_279	[USER] [USER] [USER] DoctorStrike DoctorsFightBack Vs Aparna Sen and Kaushik Sen intellectuals gangs in WestBengal Explained such way 👇👇👇 [URL]	NOT	NONE	NONE
hasoc_en_280	According to the weatherman, there is a high chance of rain during India Vs Pakistan on June 16, in the ongoing Cricket World Cup. 😐👎👎 What have u done ICC ShameOnICC INDvPAK RainStopsMatch ENGvWI FathersDay19 MaukaMauka SevenZero [URL]	NOT	NONE	NONE
hasoc_en_281	What happened in Bengal is another wistful example of intolerance. Besides,cases of wrong treatment by Doctors there are cases to of false allegations.Bcz of 3% cases we can't ignore the 97%.This is kind of violence on junior doctors is unacceptable complete. DoctorsFightBack [URL]	NOT	NONE	NONE
hasoc_en_282	Trumpanzees love him because he is just like them. fucktrump despotus [URL]	NOT	NONE	NONE
hasoc_en_283	3 yrs old girl raped and body burnt ☹☹☹☹ (Twinkle Sharma) rapist cutthepenisoff pennepenis	NOT	NONE	NONE
hasoc_en_284	Name calling works!!! DotardDonald LiarTrump DerangedDonald BullyTrump DesperateDonald IdiotTrump but you've got to tell the truth or it doesn't. [USER] isn't nervous. You are. It's called Projection and Donny? It's okay. You're right to be nervous. FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_285	[USER] [USER] 🤮🤮🤮 It would appear that the entire [USER] iso the take from Russia. Why have you turned your back on America? TrumpIsATraitor Russia GOPLovesRussia	NOT	NONE	NONE
hasoc_en_286	[USER] Jim Jordon still thinks he's a cocky college athlete Douchebag	NOT	NONE	NONE
hasoc_en_287	[USER] He is so fucking stupid. FuckTrump	HOF	PRFN	TIN
hasoc_en_288	Trump is a traitor. Period. TrumpIsATraitor [URL]	HOF	OFFN	TIN
hasoc_en_289	Dear [USER] , it's the time not to become attention seeker .Why the Balidan Badge during the crucial tournament ? You have the designation in the Indian army so much time before ... just forget the politics of DhoniKeepsTheGlove between ICC and BCCI. Assist [USER] in game.	NOT	NONE	NONE
hasoc_en_290	For the comparisons of Indian and English grounds, you are considering those grounds which use covers for entire ground! Hello! M Chinnaswamy Stadium of Bengaluru is the first cricket stadium in the world to use SubAir system! Respect it too! ShameOnICC INDvNZ CWC19	NOT	NONE	NONE
hasoc_en_291	[USER] [USER] ResignNow, Little Donnydondon. Tre45on FuckTrump ResistFascism BillionDollarLoser ImpeachTrumpNow 25thAmendmentNow [URL]	NOT	NONE	NONE
hasoc_en_292	Sums up the first round of the nasty party leadership vote BorisJohnsonShouldNotBePM [URL]	NOT	NONE	NONE
hasoc_en_293	[USER] [USER] [USER] The darkest worldcup ...... No fresh competition ShameOnICC	NOT	NONE	NONE
hasoc_en_294	[USER] [USER] [USER] Amen to that! fucktrump	NOT	NONE	NONE
hasoc_en_295	Understanding the Doctors' Strike in Bengal and Its Political [URL] DoctorsFightBack DoctorsUnderOppression JuniorDoctors DoctorsProtest BengalDoctorsStrike BengalBurning MamataLosingControl MamataBanarjee mamtafrustrated BJP Medical	NOT	NONE	NONE
hasoc_en_296	[USER] This is sickening! FuckTrump	NOT	NONE	NONE
hasoc_en_297	[USER] FuckTrump but look into [USER] he wants to give you [CUR]1K a month	NOT	NONE	NONE
hasoc_en_298	We indian stand with [USER] please dont remove baj of balidaan Dear [USER] support to dhoni for keeps this glove in all matches of world Cup. DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_299	CaliforniaLaw Says He Isn't a Murderer. Prosecutors Disagreed. After nine years in jail awaiting trial, Neko Wilson was released when California changed its murder laws last fall. [URL]	NOT	NONE	NONE
hasoc_en_300	Over 300 doctors resigned indians put status when Paris cathedral fired who don't even know about it's history, but can't put status supporting doctors bcs they feel high when they put story on Paris & feel low if they put story supporting Drs DoctorsFightBack SaveTheDoctors	NOT	NONE	NONE
hasoc_en_301	Updated points table for ICCWorldCup2019 INDvPAK PointsTable ShameOnICC [URL]	NOT	NONE	NONE
hasoc_en_302	[USER] Nope nope nope not a chance TrumpsWorseThanNixon TrumpIsATraitor WhereAreTheChildren	NOT	NONE	NONE
hasoc_en_303	Boris Johnson isn't even Prime Minister yet and I already miss Theresa May. bojo BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_304	Indian commentator soiling about whether nails are necessary.. MoveOn Dickhead AUSvIND CWC19	NOT	NONE	NONE
hasoc_en_305	Rangzen people, we have to stop this fake activist troll from ruining our FreeTibet movement. Tibetans humanrights BoycottChina Dharamsala March10 Tibetan DalaiLama BhoRangzen [URL]	NOT	NONE	NONE
hasoc_en_306	I will keep retweeting so I hope USA citizens will all note TRUMP is the biggest traitor worstpresidentinhistory fakePresident trumpputinsbottomboy corruptiongobeWildintheWH IDIOTTRUMP TrumpistryingtodestroytheNation ImpeachTrump ImpeachTrump ImpeachTrump [URL]	NOT	NONE	NONE
hasoc_en_307	I suggest [USER] should walk out this World cup so that [USER] understands that they should be fair with every teams. DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_308	Because 'transparency.' FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_309	So has that derby fan had his bouncing Frank tattoo removed yet😂😂😂😂😂😂😂dickhead	NOT	NONE	NONE
hasoc_en_310	DhoniKeepsTheGlove or not, TeamIndia supporters at IndvAus AusvInd match at CWC19 can do their bit, can't they? [URL]	NOT	NONE	NONE
hasoc_en_311	I support DhoniKeepsTheGlove DhoniKeepTheGlove DhoniKeSaathDesh DhoniAtCWC19 DhoniVsICC [URL]	NOT	NONE	NONE
hasoc_en_312	ShameOnICC ICC is earning billions from this event, but at the management level they performance is zero. Even a small company manager can handle such events more efficiently then ICC. [URL]	HOF	HATE	TIN
hasoc_en_313	[USER] [USER] [USER] [USER] [USER] You do know that Dickhead. alias Steve Bray, is making a fortune off of crowd funding ?	HOF	PRFN	TIN
hasoc_en_314	[USER] TRAITOR TrumpIsATraitor [URL]	HOF	OFFN	TIN
hasoc_en_315	[USER] [USER] Pete Hogsbreath is in Dotard Donald Trump's club for Adulterous Daddies! Adultery TrumpCrimeFamily TrumpIsAFraud TrumpsAnInternationalDisgrace TrumpIsATraitor [USER]	HOF	OFFN	TIN
hasoc_en_316	[USER] RapeCases are increasing rapidly especially in haryana. Women aren't safe even at daytime. We plead you to take strong and immediate actions against rapist. DeathPenalty wewantjustice savewomen fightagainstrape	NOT	NONE	NONE
hasoc_en_317	The poor infrastructure in hospitals in WB are responsible for death of many critical patients. This is state's failure. But all attacks are on Junior Drs. Is that fair. This point didn't register in DoctorsFightBack [USER]	NOT	NONE	NONE
hasoc_en_318	[USER] [USER] [USER] How many people has Johnson promised it to already. There's going to be some problems if he does win when they all turn up for their prize... BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_319	alabama ~ why isn't this rapist in prison [URL]	NOT	NONE	NONE
hasoc_en_320	MILTON Bath Duplex Bucket with Mug & Stool (25 L) [USER] Rs.933 [URL] DoctorsFightBack SaveBengal amazon flipkart deals dealoftheday amazingdeals offers discount JaiShreeRam ModiForAll	NOT	NONE	NONE
hasoc_en_321	Yes ShameOnICC Looks like [USER] should kick their president out of his job now	NOT	NONE	NONE
hasoc_en_322	We are with you [USER] DhoniKeepTheGloves DhoniKeepsTheGlove DhoniKeSaathDesh DhoniVsICC	NOT	NONE	NONE
hasoc_en_323	[USER] [USER] Trump is a piece of 💩 Well I was serving proudly he was playing Captain Bone Spurr's at Studio 54 in NY Spending his Daddy's money 💰 prowling for women like Ivanka And Melania The Purple heart he has he took from a veteran and stated that was the easy way to get it fucktrump	HOF	OFFN	TIN
hasoc_en_324	ShameOnICC Pic 1: ICC on Dhoni's Gloves. Pic2 : ICC on WC planning. ShameOnICC ICC ICCWorldCup2019 [URL]	NOT	NONE	NONE
hasoc_en_325	[USER] It's not a presidency it's a Trump crime spree. TrumpIsATraitor [URL]	HOF	OFFN	TIN
hasoc_en_326	The real [USER] w/faults described perfectly. HIGNFY IanHislop BorisJohnsonShouldNotBePM [URL]	NOT	NONE	NONE
hasoc_en_327	+really surprising? DhoniKeepTheGlove DhoniKeepsTheGlove OperationBlueStar IndianArmy SikhNation Sikh NeverForget sikhgenocide1984 SikhGenocide84 SikhGenocide	NOT	NONE	NONE
hasoc_en_328	Why don't you mention doctor khatre main? DoctorsFightBack doctors_against_assualt WestBengal [URL]	NOT	NONE	NONE
hasoc_en_329	look at it [USER] its our indore... CWC19 ShameOnICC [URL]	NOT	NONE	NONE
hasoc_en_330	[USER] [USER] [USER] DoctorsFightBack DoctorsProtest India Kindly don't befool doctors by writing letters to CMs. It is a futile eyewash exercise. Immediately pass ordinance to protect medical staff. IMA must go on indefinite strike in the entire country till an ordinance is passed. WestBengal	NOT	NONE	NONE
hasoc_en_331	This picture tells everything How [USER] takes care of ground How [USER] takes care of ground And remember it [USER] is head of all cricketing nations ShameOnICC [URL]	NOT	NONE	NONE
hasoc_en_332	I stand with him ...He always made us proud 🙏✌DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_333	[USER] Get a bill to hang these rapist,hatemongers, murderers. May Almighty bless you.	NOT	NONE	NONE
hasoc_en_334	ShameOnICC [USER] how can u plan such a schedule July 14 2019 finals of WorldCup2019 n Wimbledon kindly abandoned n reschedule the WC2019	NOT	NONE	NONE
hasoc_en_335	[USER] [USER] [USER] how this porki country produce such rectums ? surgical strike 1 surgical strike 2.0 balakotairstrike F16 down shamelessly returned capture pilot in 24 Hrs (that to announced by the jihadi pm imranhataomulkbachao ) now on ventilator of bailout package from IMF way to go.	HOF	OFFN	TIN
hasoc_en_336	Dharna at the Collectorate at Palakkad. IMA protests attack on Doctors. DoctorsFightBack [URL]	NOT	NONE	NONE
hasoc_en_337	So what will happen to all the tattoos now? Half the men would be undergoing removal process DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_338	Fuck me, do we really want the idiot [USER] in charge of the country when he can't even function as a mayor? inepttoryparty generalelectionow torysout BorisJohnsonShouldNotBePM [URL]	HOF	PRFN	TIN
hasoc_en_339	QFX Boom Portable Bluetooth Speaker with FM Radio [USER] Rs.1405 (mrp-3199) [URL] DoctorsFightBack SaveBengal amazon flipkart deals dealoftheday amazingdeals offers discount JaiShreeRam ModiForAll	NOT	NONE	NONE
hasoc_en_340	Respect to all those doctors...it shows our unity among the doctors community...👏🙏...DoctorsFightBack DoctorsProtest DoctorsUnderOppression IstandwithNRS [URL]	NOT	NONE	NONE
hasoc_en_341	Now what IndiaWithDhoni DhoniKeepsTheGlove [USER] [URL]	NOT	NONE	NONE
hasoc_en_342	How [USER] settle priorities. DhoniKeepsTheGlove ICC CWC19 WorldCup2019 INDvAUS BalidanBadge [URL]	NOT	NONE	NONE
hasoc_en_343	This is getting bigger! Dr. Plaban Mukherjee the first cardiologist to carry out a successful heart transplant in a govt. medical hospital in India & East India resigns. SaveTheDoctors DoctorsFightBack IstandwithNRS [URL]	NOT	NONE	NONE
hasoc_en_344	[USER] [USER] [USER] Did you tell them How you voted to repeal sanctions against Oleg Deripaska and Rusal? [URL] Cant wait to Vote you out! [USER] TraitorTrump TrumpRussia ReadTheMuellerReport TrumpIsATraitor TrumpCriminalInvestigations TrumpConcentrationCamps	HOF	OFFN	TIN
hasoc_en_345	ShameOnICC there is no rain in england matches why?	NOT	NONE	NONE
hasoc_en_346	keepthegloves DhoniKeepTheGlove DhoniKeepsTheGlove BalidanBadge Dhoni Is Always Right, Left And Centre! ShameOnICC CWC19	NOT	NONE	NONE
hasoc_en_347	Great Britain's next Prime Minister folks. Let's tell the world what we think of him. jft96 Liverpool BorisJohnsonShouldNotBePM borisbehindbars ToryLeadeshipContest [URL]	NOT	NONE	NONE
hasoc_en_348	Trends for you DellMostTrustedBrand WorldBloodDonorDay SCOSummit2019 ENGvWI SaveBengal MumbaiSaga FridayFeeling MenInMaroon FridayMotivation ShameOnICC	NOT	NONE	NONE
hasoc_en_349	Have to say, a great benefit to having a known pathological liar as president is when he tries to start a war, no one believes him TrumpIsATraitor	HOF	OFFN	TIN
hasoc_en_350	Mum on Matt Hancock supporting Boris Johnson ''I'm not angry, I'm just very disappointed'' borisjohnson BorisJohnsonShouldNotBePM ToryLeadeshipContest Conservatives	NOT	NONE	NONE
hasoc_en_351	Is it time yet for all of us to wake up and realize all of this time since November 2016 was actually a nightmare and Hillary was actually elected? Is it? fucktrump Impeachment	NOT	NONE	NONE
hasoc_en_352	"No, Donald Trump, You Did Not Meet the ""Prince of Whales."" Aquaman Would Never. Resist ResistTrump FuckTrump [URL]"	NOT	NONE	NONE
hasoc_en_353	The US military is not briefing [USER] on major cyber warfare operations against Russia & other hostile foreign powers. They don't trust him not to betray operations TO those enemy nations - because he's already done it before. TrumpIsATraitor ImpeachmentInquiryNow	NOT	NONE	NONE
hasoc_en_354	IMAFraud is the only incident in Karnataka where RSS ,VHP,BD & Modi is not blamed by the leftist liberals till now !😀	NOT	NONE	NONE
hasoc_en_355	AIIMS Delhi doctor continues protest against Bengal violence wearing helmet in viral photo [URL] SaveBengal Savethedoctors HinduSamrajyaDiwas DoctorsFightBack	NOT	NONE	NONE
hasoc_en_356	A mandatory new course in karate and kungFu will be introduced in the MBBS course from the new session as a self defence to protect the doctors...IMA DoctorsFightBack	NOT	NONE	NONE
hasoc_en_357	innocent people, especially those in a drastically higher power bracket, DO NOT PAY! let's face it: bryansinger is a fucking RAPIST hollywood has enabled him to prey on young men for DECADES rapeculture hope karma comes for him and his enablers [URL]	HOF	PRFN	TIN
hasoc_en_358	ShameOnICC Everything is acceptable except on 16th june, Agar us din Barish huyi to: [URL]	NOT	NONE	NONE
hasoc_en_359	Don't think Celtics and NBA beat writers understand that the fans don't want Kyrie back and didn't want to trade the world for a one year rental. Davis going to LA with them giving up major haul is a sign of relief for Celtics fans Dickhead	HOF	PRFN	TIN
hasoc_en_360	I stand with Ms Dhoni. This Balidan symbol is nothing to do with cricket game.. DhoniKeepsTheGlove [URL]	NOT	NONE	NONE
hasoc_en_361	The way things are going, [USER] 's line 'F*ck the government and F*ck Boris' is more relevant than ever! 😩🤣 BorisJohnsonShouldNotBePM	HOF	PRFN	TIN
hasoc_en_362	Even the Kool Aid man don't like walls FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_363	[USER] [USER] Bull in bold...face turn. douchebag	NOT	NONE	NONE
hasoc_en_364	I'd say 'WOW', but I got up and 6am and have used up my allotment of 'WOW's' already today... and it's only 8am. Back to bed I guess and hopefully I can stretch them out more tomorrow [USER] Creepy douchebag hugthismotherfucker [URL]	NOT	NONE	NONE
hasoc_en_365	There is a mile long list of reasons why Boris Johnson is not fit for pubic office. If anyone else had done one or two of these things, they'd be out on their ear, but he seems teflon coated. You have to wonder what he has on people.... BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_366	Keep Voting India IndianCricketTeam ICCWorldCup2019 ICCCricketWorldCup2019 ICCWC2019 ICCWorldCup ICC2019 CWC19 CWC2019 Trending TrendingNow TrendingTopics TrendingNews DhoniKeepsTheGlove DhoniKeSaathDesh DhoniKeepTheGloves Dhoni EkAurBaar MaukaMauka Bharat	NOT	NONE	NONE
hasoc_en_367	[USER] [USER] HAPPY BIRTHDAY TO AUSCHWITZ! 1940 - Seven hundred twenty-eight Polish political prisoners from Tarnow become the first inmates of the Auschwitz concentration camp. FuckTrump	NOT	NONE	NONE
hasoc_en_368	Mikey promises to solve the mystery, but he already has his hands full with the full-fledged murderer still on the loose. mustread fiction thriller mystery children [USER] available at Amazon --> [URL] [URL]	NOT	NONE	NONE
hasoc_en_369	Trump teases additional deal that Mexican Foreign Secretary suggests doesn't exist Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_370	I stand with my medical brothers and sisters ✊🏽 DoctorsFightBack BiplobDirghojibiHok [URL]	NOT	NONE	NONE
hasoc_en_371	Who will win CWC19 INDvPAK PAKvIND TeamIndia WeHaveWeWill ViratKohli sarfarazahmed ShameOnICC	NOT	NONE	NONE
hasoc_en_372	Its a shame when antimuslim Islamophobe [USER] is attacking [USER], [USER] has to behave like this.... istandwithsadiqkhan WeAllStandTogether [URL]	HOF	HATE	TIN
hasoc_en_373	[USER] Am I the only one who feels like it's no longer a question of if TrumpIsATraitor, but rather if Republicans are still Americans?	HOF	HATE	TIN
hasoc_en_374	[USER] the phwaarr factor i.e making a noise with your mouth but not saying anything BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_375	[USER] It would be irresponsible for Tory MPs to opt for BorisJohnsonShouldNotBePM, perhaps more irresponsible than holding a 50% threshold referendum. For the Country's and Party's sake please go for [USER]!	NOT	NONE	NONE
hasoc_en_376	"""You won't get much closer till you sacrifice it all.."" poems poem writing nighttime words word love life muse panicstation cw thoughts ihb pshum ohyea fucktrump lmg [USER] Isle of Palms, South Carolina [URL]"	NOT	NONE	NONE
hasoc_en_377	[USER] [USER] Swastikas are offensive to most civil people ...trumpturds disagree..FuckTrump	NOT	NONE	NONE
hasoc_en_378	"Matt Gaetz wants ""to be the conservative AOC."" Take a look at him trying Resist ResistTrump FuckTrump [URL]"	NOT	NONE	NONE
hasoc_en_379	[USER] Cheers for the unblock to tweet that... You're a dickhead as well 👍🏼👍🏼👍🏼... Dickhead	HOF	PRFN	TIN
hasoc_en_380	"'Well, even his ""friendly"" Fox & Friends were on him about what he said originally... he had to backtrack... He is a very dangerous man.' TrumpIsATraitor TrumpResignNow Trump TrumpFail TrumpDerangementSyndrome TRUMP2020Landside MAGA Trump2020 TrumpTrain TrumpTrain2020 [URL]"	HOF	HATE	TIN
hasoc_en_381	How about the crowd in Oval in today's AUSvIND holding Balidan badge banners along with Indian flags? DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_382	[USER] Respected PM [USER] Ji Address the issue of AssaultOnDoctors and speak on measures to StopViolenceAgainstDoctors and SaveTheDoctors . DoctorsUnderOppression DoctorsFightBack	NOT	NONE	NONE
hasoc_en_383	[USER] is just expressing his feelings and respect he has for the Indian army and I don't think he is violating any rules of the [USER]. Therefore, the [USER] is seeking permission with [USER] to let [USER] wear the gloves. DhoniKeepsTheGlove [URL]	NOT	NONE	NONE
hasoc_en_384	Darius, Boris and a blast from the past | The Independent [URL] BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_385	[USER] Keeping it all in the fucked-up family. fucktrump fuckallthetrumps	HOF	PRFN	TIN
hasoc_en_386	[USER] 'Gettin' even to do?!?!' You sure that's the hot take you wanna roll with on your debut, what with the murdering and all?? OJSimpson murderer	NOT	NONE	NONE
hasoc_en_387	murderer the hatred, Cop Says Man Has A Gun Until He Realizes He's Being Filmed [URL] via [USER]	NOT	NONE	NONE
hasoc_en_388	Rangzen people, watchout for this fake activist from sabotaging our FreeTibet movement. Tibetans humanrights BoycottChina Dharamsala March10 Tibetan DalaiLama TibetCause [URL]	NOT	NONE	NONE
hasoc_en_389	good riddance, sarah sanders. fucktrump [URL]	NOT	NONE	NONE
hasoc_en_390	Because this administration isn't already doing enough to kill things beautiful and pure to diminish this planet. Fuck you [USER] FuckTrump [URL]	HOF	PRFN	TIN
hasoc_en_391	[USER] [USER] [USER] Change your name to 'Amaal-Armaan' fanpage Begging attention from their school going fans to get RT's and followers lol Chutiya samajh rakha hai logo ko? Douchebag	HOF	PRFN	TIN
hasoc_en_392	[USER] Sick motherfuckers! & FuckTrump	HOF	PRFN	TIN
hasoc_en_393	If I try to support you, but you just be an ass in return, then fuck you anyways. because I don't like asses regardless of who they are. also AbolishIce fuckTrump	HOF	PRFN	TIN
hasoc_en_394	Rangzen people, we have to stop this fake activist troll from ruining our FreeTibet movement. Tibetans humanrights BoycottChina Dharamsala March10 Tibetan DalaiLama BhoRangzen [URL]	HOF	HATE	TIN
hasoc_en_395	Wezone Digital DVB-S2 Set Top Box 888A Free to Air Satellite TV Receiver 1080P with Dongle Full HD PVR USB HDD [URL] jpgecommerce OnePlus7IsHere JusticeForTwinkleSharma RahulGandhiWayanad DhoniKeSaathDesh BalidanBadge IndiaWithDhoni DhoniKeepsTheGlove [URL]	NOT	NONE	NONE
hasoc_en_396	Got your Bullets yet? Get your OnePlus Wireless Bullets 2 now on amazonIN Click here👇to buy now, DM the purchase screenshot & get additional cashback of [CUR]100 exclusively from [USER] IndiaWithDhoni WWESSD DhoniKeepsTheGlove DhoniKeSaathDesh CWC19 ENGvBAN	NOT	NONE	NONE
hasoc_en_397	Seriously, can we just get rid of this dumbass already?? What does this pos have to do before we impeach his ass and see him off to prison?? FuckTrump TrumpIsADumbass NotMyPresident [URL]	HOF	PRFN	TIN
hasoc_en_398	Proven that [USER] is in support of terror mob and in favor of changing demography of Bengal. CM is zaddi and same working like Hitler. DoctorsFightBack BengalDoctorsStrike hitlerdidi MamataLosingControl MamataBanarjee mamtafrustrated [URL]	HOF	HATE	TIN
hasoc_en_399	DhoniKeepsTheGlove DhoniKeSaathDesh IndiaWithDhoni We need to understand ICC rules correctly It can only allow terror sponsering countries to play, but not the Army insignia.	HOF	HATE	TIN
hasoc_en_400	Just watched this guy spray the crap from his curb to the curb of his next door neighbor. DickHead	HOF	PRFN	TIN
hasoc_en_401	[USER] But LNP have a 'mandate'? dickhead	HOF	PRFN	TIN
hasoc_en_402	Holy Sh*t between [USER] and [USER] I don't know who is the bigger douchebag CanadaGP	HOF	PRFN	TIN
hasoc_en_403	[USER] Disgusting! And they don't change their culture or come up with vetting system or preventative ways to stop this from occurring. This will continue to happen. The Catholic Church needs to go! rapist ChildTrafficking CatholicChurch CatholicTwitter	HOF	HATE	TIN
hasoc_en_404	She - After an orgasm, I like to kiss and cuddle, then fall asleep in each others arms. What about you? Me - I usually delete my browsing history and throw the tissues away. 😂😹😹😹😜 sukhduaa_smaaj CopaAmerica SaturdayThoughts DoctorsFightBack [USER] [USER]	NOT	NONE	NONE
hasoc_en_405	Dhoni before today's match IndvAus DhoniKeepsTheGlove [URL]	NOT	NONE	NONE
hasoc_en_406	[USER] Resign now motherfucker! IllegitimatePresident DouchebagDonnie shitgibbon pedophile rapist	HOF	PRFN	TIN
hasoc_en_407	If that Bengali Jihadi [CUR]lu7 catches any illness, no doctor must treat her. She should suffer from non-treatment and face consequences! DoctorsFightBack DoctorsUnderOppression DoctorsProtest	HOF	HATE	TIN
hasoc_en_408	Tomorrow INDvPAK Toss Update: Weather won the Toss and chose to Rain first ShameOnICC CWC19 [URL]	NOT	NONE	NONE
hasoc_en_409	Rain is in forecast on Sunday. The match between India and pakistan is likely to be called off. Worstworldcup ShameOnICC	NOT	NONE	NONE
hasoc_en_410	[USER] You literally admitted you'd commit a felony to get elected. Barr, if he actually followed the law, would have arrested you. Stop harassing America. PS: We all know Iran is innocent and you are just trying to distract from your latest felony. TrumpIsATraitor TrumpColluded	HOF	HATE	TIN
hasoc_en_411	Dear ICC, Let our players pay tribute to our soldiers... DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_412	[USER] [USER] can repeat the history. Its Difficult to beat [USER] in their own soil. All the best to both team. It will be great fight. DhoniKeepTheGlove DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_413	Meanwhile in other punny stories!!! DoctorsFightBack DoctorsUnderOppression DoctorsStrike DoctorsStrike SAVEDOCTORS Savethedoctors SaveBengal MamataLosingControl MamataBanarjee MamataFrustrated Photo courtesy to [USER] [URL]	NOT	NONE	NONE
hasoc_en_414	1. Doctors are more than Gods for the needy ones...they must not forget their duty come what may. 2. Those who play politics are worse than killers rather parasites. May the sense prevails! DoctorsProtest WestBengal DoctorStrike DoctorsUnderOppression DoctorsFightBack	NOT	NONE	NONE
hasoc_en_415	Day by day.. WB politics becomes worst.. DoctorsFightBack DoctorsProtest standwithdoctors [URL]	NOT	NONE	NONE
